portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,return
PF00002458,DSK00002354,OFF00001001,A,20080814,369303000,T,0.04483,USD,3.0822352381,367882055.560393,20080814,,20080918,A,,,0.05562
PF00002459,DSK00002355,OFF00001002,B,20080814,11000000,N,0.04483,GBP,5.7899119048,10954369.797701,20080814,,20080916,C,,,0.06516
PF00002460,DSK00002355,OFF00001001,A,20080814,262218000,T,0.04483,USD,3.0822352381,261276099.660719,20080814,,20080916,A,,,0.05562
PF00002473,DSK00002363,OFF00001002,C,20080818,55000000,M,0.04483,CHF,3.0306552381,54996409.722221,20080818,,20080819,E,,,0.0282
PF00002462,DSK00002357,OFF00001002,C,20080814,110000000,M,0.04483,CHF,3.0306552381,109993125,20080814,,20080815,E,,,0.027
PF00002463,DSK00002357,OFF00001002,C,20080814,22115500,M,0.04483,CHF,3.0306552381,22114117.78125,20080814,,20080815,E,,,0.027
PF00002464,DSK00002358,OFF00001002,C,20080814,76334500,M,0.04483,CHF,3.0306552381,76329729.09375,20080814,,20080815,E,,,0.027
PF00002465,DSK00002359,OFF00001002,C,20080814,110000000,M,0.04483,CHF,3.0306552381,109993125,20080814,,20080815,E,,,0.027
PF00002466,DSK00002359,OFF00001002,C,20080814,22115500,M,0.04483,CHF,3.0306552381,22114117.78125,20080814,,20080815,E,,,0.027
PF00002471,DSK00002361,OFF00001001,A,20080818,165363000,T,0.04483,USD,3.0822352381,165279533.835416,20080818,,20080822,A,,,0.05454
PF00002472,DSK00002363,OFF00001002,C,20080818,54989000,M,0.04483,CHF,3.0306552381,54985410.440279,20080818,,20080819,E,,,0.0282
PF00002470,DSK00002360,OFF00001002,C,20080815,96030000,M,0.04483,CHF,3.0306552381,96011034.075,20080815,,20080818,E,,,0.02844
PF00002477,DSK00002365,OFF00001001,A,20080819,110429000,T,0.04483,USD,3.0822352381,110002739.384879,20080819,,20080918,A,,,0.0558
PF00002478,DSK00002366,OFF00001001,A,20080819,110418000,T,0.04483,USD,3.0822352381,110005936.097706,20080819,,20080918,A,,,0.0558
PF00002479,DSK00002367,OFF00001001,A,20080819,110066000,T,0.04483,USD,3.0822352381,110009894.953574,20080819,,20080825,A,,,0.05508
PF00002481,DSK00002369,OFF00001001,A,20080819,334730000,T,0.04483,USD,3.0822352381,333352144.469531,20080819,,20080922,A,,,0.0558
PF00002482,DSK00002369,OFF00001001,A,20080819,147004000,T,0.04483,USD,3.0822352381,146398884.610275,20080819,,20080922,A,,,0.0558
PF00002483,DSK00002369,OFF00001002,B,20080819,33000000,N,0.04483,GBP,5.7899119048,32843359.669824,20080819,,20080922,C,,,0.06528
PF00002484,DSK00002369,OFF00001002,B,20080819,44000000,N,0.04483,GBP,5.7899119048,43791146.226432,20080819,,20080922,C,,,0.06528
PF00002491,DSK00002374,OFF00001001,A,20080819,184096000,T,0.04483,USD,3.0822352381,183884991.971714,20080819,,20080828,A,,,0.05508
PF00002486,DSK00002371,OFF00001002,C,20080819,110000000,M,0.04483,CHF,3.0306552381,109992819.444442,20080819,,20080820,E,,,0.0282
PF00002487,DSK00002372,OFF00001002,C,20080819,110000000,M,0.04483,CHF,3.0306552381,109956000,20080819,,20080825,E,,,0.0288
PF00002490,DSK00002370,OFF00001002,C,20080819,22000000,M,0.04483,CHF,3.0306552381,21940193.140371,20080819,,20080925,E,,,0.0317402498
PF00002493,DSK00002375,OFF00001002,C,20080820,55000000,M,0.04483,CHF,3.0306552381,54996409.722221,20080820,,20080821,E,,,0.0282
PF00002494,DSK00002375,OFF00001002,C,20080820,110000000,M,0.04483,CHF,3.0306552381,109992819.444442,20080820,,20080821,E,,,0.0282
PF00002495,DSK00002376,OFF00001002,C,20080820,49500000,M,0.04483,CHF,3.0306552381,49427670.829174,20080820,,20080909,E,,,0.03156182
PF00002497,DSK00002378,OFF00001001,A,20080820,34254000,T,0.04483,USD,3.0822352381,34201216.123118,20080820,,20080901,A,,,0.05556
PF00002498,DSK00002379,OFF00001001,A,20080821,63668000,T,0.04483,USD,3.0822352381,63544881.791523,20080821,,20080910,A,,,0.0558
PF00002499,DSK00002380,OFF00001002,C,20080821,110022000,M,0.04483,CHF,3.0306552381,110014909.693337,20080821,,20080822,E,,,0.02784
PF00002500,DSK00002382,OFF00001002,C,20080821,110000000,M,0.04483,CHF,3.0306552381,109992819.444442,20080821,,20080822,E,,,0.0282
PF00002501,DSK00002382,OFF00001002,C,20080821,55000000,M,0.04483,CHF,3.0306552381,54996409.722221,20080821,,20080822,E,,,0.0282
PF00002502,DSK00002381,OFF00001001,A,20080821,5698000,T,0.04483,USD,3.0822352381,5691412.190387,20080821,,20080904,A,,,0.05556
PF00002503,DSK00002383,OFF00001001,A,20080821,111056000,T,0.04483,USD,3.0822352381,110884129.599122,20080821,,20080902,A,,,0.0558
PF00002504,DSK00002384,OFF00001001,A,20080821,166606000,T,0.04483,USD,3.0822352381,166457436.737713,20080821,,20080829,A,,,0.05508
PF00002505,DSK00002385,OFF00001002,C,20080822,82500000,M,0.04483,CHF,3.0306552381,82304120.227637,20080822,,20080923,E,,,0.0320530537
PF00002507,DSK00002386,OFF00001002,C,20080822,27874000,M,0.04483,CHF,3.0306552381,27868541.341663,20080822,,20080825,E,,,0.0282
PF00002508,DSK00002387,OFF00001002,C,20080822,27500000,M,0.04483,CHF,3.0306552381,27437246.527779,20080822,,20080922,E,,,0.0318
PF00002509,DSK00002388,OFF00001002,C,20080825,55264000,M,0.04483,CHF,3.0306552381,55260438.542221,20080825,,20080826,E,,,0.02784
PF00002510,DSK00002389,OFF00001002,C,20080825,55000000,M,0.04483,CHF,3.0306552381,54969200,20080825,,20080902,E,,,0.03024
PF00002511,DSK00002391,OFF00001002,C,20080825,110000000,M,0.04483,CHF,3.0306552381,109992819.444442,20080825,,20080826,E,,,0.0282
PF00002512,DSK00002390,OFF00001001,A,20080825,73392000,T,0.04483,USD,3.0822352381,73306963.921851,20080825,,20080903,A,,,0.05568
PF00002513,DSK00002392,OFF00001002,C,20080825,15620000,M,0.04483,CHF,3.0306552381,15585239.141285,20080825,,20080925,E,,,0.0320458621
PF00002514,DSK00002393,OFF00001002,C,20080826,55275000,M,0.04483,CHF,3.0306552381,55271437.833337,20080826,,20080827,E,,,0.02784
PF00002515,DSK00002394,OFF00001001,A,20080826,61941000,T,0.04483,USD,3.0822352381,61861267.699407,20080826,,20080905,A,,,0.05568
PF00002517,DSK00002396,OFF00001002,C,20080826,110000000,M,0.04483,CHF,3.0306552381,109992819.444442,20080826,,20080827,E,,,0.0282
PF00002519,DSK00002398,OFF00001001,A,20080826,234894000,T,0.04483,USD,3.0822352381,234469089.904852,20080826,,20080820,A,,,0.05592
PF00002520,DSK00002399,OFF00001001,A,20080827,207757000,T,0.04483,USD,3.0822352381,206901805.869077,20080827,,20080930,A,,,0.0558
PF00002523,DSK00002402,OFF00001002,C,20080827,110000000,M,0.04483,CHF,3.0306552381,109992819.444442,20080827,,20080828,E,,,0.0282
PF00002533,DSK00002409,OFF00001001,A,20080829,112035000,T,0.04483,USD,3.0822352381,111876042.789203,20080829,,20080909,A,,,0.0558
PF00002527,DSK00002406,OFF00001002,C,20080828,55000000,M,0.04483,CHF,3.0306552381,54976166.666663,20080828,,20080903,E,,,0.0312
PF00002528,DSK00002407,OFF00001002,C,20080828,110000000,M,0.04483,CHF,3.0306552381,109992666.666663,20080828,,20080829,E,,,0.0288
PF00002529,DSK00002407,OFF00001002,C,20080828,55000000,M,0.04483,CHF,3.0306552381,54996333.333337,20080828,,20080829,E,,,0.0288
PF00002531,DSK00002405,OFF00001001,A,20080828,110264000,T,0.04483,USD,3.0822352381,110107555.514869,20080828,,20080908,A,,,0.0558
PF00002534,DSK00002410,OFF00001001,A,20080829,34276000,T,0.04483,USD,3.0822352381,34262922.984389,20080829,,20080904,A,,,0.05496
PF00002535,DSK00002411,OFF00001002,C,20080829,12182500,M,0.04483,CHF,3.0306552381,12153803.444442,20080829,,20080930,E,,,0.0318
PF00002536,DSK00002412,OFF00001002,C,20080829,110000000,M,0.04483,CHF,3.0306552381,109969688.888884,20080829,,20080902,E,,,0.02976
PF00002537,DSK00002413,OFF00001002,C,20080829,45694000,M,0.04483,CHF,3.0306552381,45681408.764442,20080829,,20080902,E,,,0.02976
PF00002538,DSK00002414,OFF00001001,A,20080901,58102000,T,0.04513,USD,3.3708531818,57884707.240657,20080901,,20081002,A,,,0.05592
PF00002539,DSK00002416,OFF00001001,A,20080902,9482000,T,0.04513,USD,3.3708531818,9472401.300021,20080902,,20080912,A,,,0.05472
PF00002540,DSK00002417,OFF00001002,C,20080902,100727000,M,0.04513,CHF,3.1860227273,100720424.765279,20080902,,20080903,E,,,0.0282
PF00002541,DSK00002418,OFF00001002,C,20080902,55000000,M,0.04513,CHF,3.1860227273,54973798.611116,20080902,,20080909,E,,,0.0294
PF00002545,DSK00002423,OFF00001002,C,20080902,110000000,M,0.04513,CHF,3.1860227273,109883125,20080902,,20080917,E,,,0.0306
PF00002544,DSK00002422,OFF00001002,C,20080902,9273000,M,0.04513,CHF,3.1860227273,9272394.679163,20080902,,20080903,E,,,0.0282
PF00002546,DSK00002424,OFF00001001,C,20080902,55000000,M,0.04513,CHF,3.1860227273,54881261.111116,20080902,,20081001,E,,,0.03216
PF00002549,DSK00002426,OFF00001002,B,20080903,49742000,N,0.04513,GBP,6.1427572727,49504163.012986,20080903,,20081007,C,,,0.06576
PF00002550,DSK00002427,OFF00001002,C,20080903,55000000,M,0.04513,CHF,3.1860227273,54976974.875031,20080903,,20080909,E,,,0.0301419818
PF00002552,DSK00002430,OFF00001002,C,20080903,9141000,M,0.04513,CHF,3.1860227273,9140403.295837,20080903,,20080904,E,,,0.0282
PF00002554,DSK00002432,OFF00001002,C,20080903,105193000,M,0.04513,CHF,3.1860227273,105186133.234721,20080903,,20080904,E,,,0.0282
PF00002555,DSK00002433,OFF00001001,A,20080904,191279000,T,0.04513,USD,3.3708531818,190511239.703994,20080904,,20081009,A,,,0.05616
PF00002556,DSK00002434,OFF00001002,C,20080904,82500000,M,0.04513,CHF,3.1860227273,82465393.5875,20080904,,20080910,E,,,0.03020196
PF00002557,DSK00002435,OFF00001002,C,20080904,93203000,M,0.04513,CHF,3.1860227273,93115875.69966,20080904,,20080918,E,,,0.02884464
PF00002558,DSK00002435,OFF00001002,C,20080904,42097000,M,0.04513,CHF,3.1860227273,42057648.730053,20080904,,20080918,E,,,0.02884452
PF00002559,DSK00002436,OFF00001002,C,20080904,165000000,M,0.04513,CHF,3.1860227273,164766832.083337,20080904,,20080924,E,,,0.0305238
PF00002561,DSK00002439,OFF00001002,C,20080905,110000000,M,0.04513,CHF,3.1860227273,109978458.333337,20080905,,20080908,E,,,0.0282
PF00002562,DSK00002440,OFF00001002,C,20080905,140195000,M,0.04513,CHF,3.1860227273,140167545.145837,20080905,,20080908,E,,,0.0282
PF00002566,DSK00002443,OFF00001001,A,20080908,53570000,T,0.04513,USD,3.3708531818,53467520.585545,20080908,,20080925,A,,,0.0552
PF00002568,DSK00002444,OFF00001002,C,20080908,55000000,M,0.04513,CHF,3.1860227273,54883469.64375,20080908,,20081003,E,,,0.032689035
PF00002569,DSK00002445,OFF00001002,C,20080908,110000000,M,0.04513,CHF,3.1860227273,109744250,20080908,,20081006,E,,,0.0324
PF00002570,DSK00002446,OFF00001001,A,20080908,137236000,T,0.04513,USD,3.3708531818,136702858.850481,20080908,,20081010,A,,,0.05616
PF00002573,DSK00002448,OFF00001002,C,20080908,140206000,M,0.04513,CHF,3.1860227273,140196847.663884,20080908,,20080909,E,,,0.0282
PF00002574,DSK00002449,OFF00001002,C,20080908,55000000,M,0.04513,CHF,3.1860227273,54996440.277779,20080908,,20080909,E,,,0.02796
PF00002575,DSK00002450,OFF00001001,A,20080908,16588000,T,0.04513,USD,3.3708531818,16558378.899964,20080908,,20080922,A,,,0.0552
PF00002576,DSK00002451,OFF00001001,A,20080909,186406000,T,0.04513,USD,3.3708531818,185633763.543657,20080909,,20081013,A,,,0.05616
PF00002577,DSK00002451,OFF00001002,B,20080909,88000000,N,0.04513,GBP,6.1427572727,87577707.492638,20080909,,20081013,C,,,0.066
PF00002578,DSK00002451,OFF00001002,B,20080909,55000000,N,0.04513,GBP,6.1427572727,54736067.182896,20080909,,20081013,C,,,0.066
PF00002579,DSK00002452,OFF00001001,A,20080909,55000000,T,0.04513,USD,3.3708531818,54993171.681184,20080909,,20080910,A,,,0.05364
PF00002586,DSK00002461,OFF00001001,A,20080909,67705000,T,0.04513,USD,3.3708531818,67503165.535047,20080909,,20081002,A,,,0.05616
PF00002581,DSK00002454,OFF00001002,C,20080909,137500000,M,0.04513,CHF,3.1860227273,137491024.305558,20080909,,20080910,E,,,0.0282
PF00002584,DSK00002459,OFF00001001,A,20080909,77000000,T,0.04513,USD,3.3708531818,76700866.62018,20080909,,20081009,A,,,0.05616
PF00002585,DSK00002460,OFF00001001,A,20080909,22000000,T,0.04513,USD,3.3708531818,21940869.357088,20080909,,20080930,A,,,0.05544
PF00002587,DSK00002462,OFF00001002,C,20080909,55000000,M,0.04513,CHF,3.1860227273,54996440.277779,20080909,,20080910,E,,,0.02796
PF00002588,DSK00002463,OFF00001002,C,20080909,55000000,M,0.04513,CHF,3.1860227273,54996440.277779,20080909,,20080910,E,,,0.02796
PF00002591,DSK00002466,OFF00001001,A,20080910,7964000,T,0.04513,USD,3.3708531818,7950792.849659,20080910,,20080925,A,,,0.0552
PF00002592,DSK00002467,OFF00001002,B,20080910,13200000,N,0.04513,GBP,6.1427572727,13133082.447298,20080910,,20081016,C,,,0.06564
PF00002596,DSK00002470,OFF00001001,A,20080910,21494000,T,0.04513,USD,3.3708531818,21469471.129238,20080910,,20080919,A,,,0.05484
PF00002599,DSK00002474,OFF00001001,A,20080911,278993000,T,0.04513,USD,3.3708531818,277909154.298237,20080911,,20081015,A,,,0.05616
PF00002602,DSK00002477,OFF00001001,A,20080911,65164000,T,0.04513,USD,3.3708531818,64986586.618536,20080911,,20081002,A,,,0.05616
PF00002603,DSK00002478,OFF00001001,A,20080912,320254000,T,0.04513,USD,3.3708531818,319009861.539996,20080912,,20081016,A,,,0.05616
PF00002604,DSK00002479,OFF00001002,C,20080912,145211000,M,0.04513,CHF,3.1860227273,145181352.754163,20080912,,20080915,E,,,0.0294
PF00002610,DSK00002484,OFF00001002,C,20080915,102102000,M,0.04513,CHF,3.1860227273,102019325.741663,20080915,,20080926,E,,,0.0318
PF00002609,DSK00002483,OFF00001001,A,20080915,30690000,T,0.04513,USD,3.3708531818,30677728.908442,20080915,,20080918,A,,,0.0576
PF00002611,DSK00002485,OFF00001001,A,20080916,602151000,T,0.04513,USD,3.3708531818,599619274.175702,20080916,,20081020,A,,,0.057
PF00002612,DSK00002486,OFF00001001,A,20080917,72204000,T,0.04513,USD,3.3708531818,72194975.62805,20080917,,20080918,A,,,0.054
PF00002615,DSK00002489,OFF00001001,A,20080917,72204000,T,0.04513,USD,3.3708531818,72194975.62805,20080917,,20080918,A,,,0.054
PF00002614,DSK00002488,OFF00001002,C,20080917,5500000,M,0.04513,CHF,3.1860227273,5477738.709102,20080917,,20081107,E,,,0.0342847689
PF00002616,DSK00002490,OFF00001002,C,20080918,45914000,M,0.04513,CHF,3.1860227273,45907623.055558,20080918,,20080919,E,,,0.06
PF00002617,DSK00002490,OFF00001001,A,20080918,129382000,T,0.04513,USD,3.3708531818,129365469.967723,20080918,,20080919,A,,,0.0552
PF00002618,DSK00002490,OFF00001001,A,20080918,25300000,T,0.04513,USD,3.3708531818,25296767.635249,20080918,,20080919,A,,,0.0552
PF00002620,DSK00002492,OFF00001002,C,20080918,38500000,M,0.04513,CHF,3.1860227273,38434438.509093,20080918,,20081001,E,,,0.0565885396
PF00002621,DSK00002493,OFF00001001,A,20080918,243661000,T,0.04513,USD,3.3708531818,242718577.700247,20080918,,20081021,A,,,0.05784
PF00002622,DSK00002490,OFF00001001,A,20080918,15246000,T,0.04513,USD,3.3708531818,15244052.148897,20080918,,20080919,A,,,0.0552
PF00002623,DSK00002494,OFF00001001,A,20080918,184393000,T,0.04513,USD,3.3708531818,184298802.834102,20080918,,20080922,A,,,0.0552
PF00002624,DSK00002495,OFF00001001,A,20080919,110462000,T,0.04513,USD,3.3708531818,110006359.769295,20080919,,20081024,A,,,0.05772
PF00002627,DSK00002498,OFF00001002,C,20080919,76131000,M,0.04513,CHF,3.1860227273,76096106.625,20080919,,20080922,E,,,0.066
PF00002629,DSK00002499,OFF00001002,C,20080919,22000000,M,0.04513,CHF,3.1860227273,21946219.166619,20080919,,20081006,E,,,0.0621211765
PF00002633,DSK00002504,OFF00001001,A,20080922,80300000,T,0.04513,USD,3.3708531818,80268561.480085,20080922,,20080925,A,,,0.0564
PF00002635,DSK00002506,OFF00001001,A,20080923,46134000,T,0.04513,USD,3.3708531818,46039618.781497,20080923,,20081010,A,,,0.05904
PF00002636,DSK00002507,OFF00001001,A,20080923,13882000,T,0.04513,USD,3.3708531818,13859455.286072,20080923,,20081007,A,,,0.05856
PF00002638,DSK00002509,OFF00001002,C,20080923,99781000,M,0.04513,CHF,3.1860227273,99767141.527779,20080923,,20080924,E,,,0.06
PF00002640,DSK00002511,OFF00001001,A,20080924,55000000,T,0.04513,USD,3.3708531818,54992973.120096,20080924,,20080925,A,,,0.0552
PF00002644,DSK00002515,OFF00001001,A,20080925,20031000,T,0.04513,USD,3.3708531818,19945731.995717,20080925,,20081029,A,,,0.06156
PF00002645,DSK00002516,OFF00001001,A,20080925,121000000,T,0.04513,USD,3.3708531818,120984540.86422,20080925,,20080926,A,,,0.0552
PF00002646,DSK00002517,OFF00001002,C,20080925,103675000,M,0.04513,CHF,3.1860227273,103665496.458337,20080925,,20080926,E,,,0.0396
PF00002652,DSK00002522,OFF00001002,C,20080926,55000000,M,0.04513,CHF,3.1860227273,54987166.666663,20080926,,20080929,E,,,0.0336
PF00002648,DSK00002518,OFF00001001,A,20080925,179201000,T,0.04513,USD,3.3708531818,179107466.101036,20080925,,20080929,A,,,0.0564
PF00002649,DSK00002519,OFF00001001,A,20080926,248237000,T,0.04513,USD,3.3708531818,247177022.535025,20080926,,20081031,A,,,0.05976
PF00002654,DSK00002524,OFF00001001,C,20080926,54076000,M,0.04513,CHF,3.1860227273,54063382.266663,20080926,,20080929,E,,,0.0336
PF00002655,DSK00002525,OFF00001002,C,20080926,110000000,M,0.04513,CHF,3.1860227273,109972500,20080926,,20080929,E,,,0.036
PF00002657,DSK00002527,OFF00001001,A,20080926,146080000,T,0.04513,USD,3.3708531818,146005375.030537,20080926,,20080930,A,,,0.0552
PF00002659,DSK00002529,OFF00001002,C,20080929,110000000,M,0.04513,CHF,3.1860227273,109989152.777779,20080929,,20080930,E,,,0.0426
PF00002660,DSK00002529,OFF00001002,C,20080929,95425000,M,0.04513,CHF,3.1860227273,95414264.6875,20080929,,20080930,E,,,0.0486
PF00002661,DSK00002529,OFF00001002,C,20080929,55000000,M,0.04513,CHF,3.1860227273,54994576.388884,20080929,,20080930,E,,,0.0426
PF00002662,DSK00002530,OFF00001002,C,20080929,55000000,M,0.04513,CHF,3.1860227273,54944923.611116,20080929,,20081006,E,,,0.0618
PF00002663,DSK00002531,OFF00001001,A,20080929,87901000,T,0.04513,USD,3.3708531818,87889769.640541,20080929,,20080930,A,,,0.0552
PF00002666,DSK00002533,OFF00001002,C,20080930,143000000,M,0.04513,CHF,3.1860227273,142973981.944442,20080930,,20081001,E,,,0.0786
PF00002667,DSK00002533,OFF00001002,C,20080930,129657000,M,0.04513,CHF,3.1860227273,129631788.916663,20080930,,20081001,E,,,0.084
PF00002671,DSK00002534,OFF00001001,A,20080930,143000000,T,0.04513,USD,3.3708531818,142823969.457642,20080930,,20081009,A,,,0.05916
PF00002672,DSK00002535,OFF00001001,A,20081001,58300000,T,0.05088,USD,3.789293913,58029197.080294,20081001,,20081103,A,,,0.063
PF00002673,DSK00002536,OFF00001002,C,20081001,110000000,M,0.05088,CHF,3.2714856522,109989916.666663,20081001,,20081002,E,,,0.0396
PF00002674,DSK00002536,OFF00001002,C,20081001,110000000,M,0.05088,CHF,3.2714856522,109989916.666663,20081001,,20081002,E,,,0.0396
PF00002676,DSK00002536,OFF00001002,C,20081001,162679000,M,0.05088,CHF,3.2714856522,162660698.6125,20081001,,20081002,E,,,0.0486
PF00002677,DSK00002536,OFF00001001,A,20081001,4400000,T,0.05088,USD,3.789293913,4399437.849609,20081001,,20081002,A,,,0.0552
PF00002679,DSK00002537,OFF00001001,A,20081001,105655000,T,0.05088,USD,3.789293913,105628006.176198,20081001,,20081003,A,,,0.0552
PF00002683,DSK00002539,OFF00001002,C,20081002,110000000,M,0.05088,CHF,3.2714856522,109991444.444453,20081002,,20081003,E,,,0.0336
PF00002685,DSK00002539,OFF00001001,A,20081002,413743000,T,0.05088,USD,3.789293913,413690139.59328,20081002,,20081003,A,,,0.0552
PF00002686,DSK00002540,OFF00001001,A,20081003,123904000,T,0.05088,USD,3.789293913,123345314.25161,20081003,,20081107,A,,,0.06312
PF00002687,DSK00002541,OFF00001001,A,20081003,21109000,T,0.05088,USD,3.789293913,21083436.333443,20081003,,20081016,A,,,0.0582
PF00002688,DSK00002542,OFF00001001,A,20081003,268708000,T,0.05088,USD,3.789293913,268570730.515516,20081003,,20081007,A,,,0.0552
PF00002690,DSK00002543,OFF00001002,C,20081003,110000000,M,0.05088,CHF,3.2714856522,109963332.229938,20081003,,20081006,E,,,0.0480014444
PF00002692,DSK00002543,OFF00001001,A,20081003,123942500,T,0.05088,USD,3.789293913,123895006.914019,20081003,,20081006,A,,,0.0552
PF00002693,DSK00002543,OFF00001001,A,20081003,295350000,T,0.05088,USD,3.789293913,295242974.421769,20081003,,20081006,A,,,0.0522
PF00002695,DSK00002544,OFF00001001,A,20081006,229592000,T,0.05088,USD,3.789293913,229562666.992549,20081006,,20081007,A,,,0.0552
PF00002696,DSK00002545,OFF00001002,C,20081006,165000000,M,0.05088,CHF,3.2714856522,164980291.666663,20081006,,20081007,E,,,0.0516
PF00002697,DSK00002546,OFF00001002,C,20081006,165000000,M,0.05088,CHF,3.2714856522,164980291.666663,20081006,,20081007,E,,,0.0516
PF00002698,DSK00002546,OFF00001002,C,20081006,55000000,M,0.05088,CHF,3.2714856522,54993430.555558,20081006,,20081007,E,,,0.0516
PF00002699,DSK00002548,OFF00001001,A,20081006,423742000,T,0.05088,USD,3.789293913,423630208.694924,20081006,,20081008,A,,,0.057
PF00002701,DSK00002550,OFF00001002,B,20081007,49500000,N,0.05088,GBP,6.340543913,49491864.351061,20081007,,20081008,C,,,0.072
PF00002703,DSK00002552,OFF00001002,C,20081007,165000000,M,0.05088,CHF,3.2714856522,164972270.833337,20081007,,20081008,E,,,0.0726
PF00002704,DSK00002553,OFF00001002,C,20081007,55000000,M,0.05088,CHF,3.2714856522,54990833.333337,20081007,,20081008,E,,,0.072
PF00002706,DSK00002555,OFF00001001,A,20081007,301268000,T,0.05088,USD,3.789293913,301187683.284455,20081007,,20081009,A,,,0.0576
PF00002707,DSK00002556,OFF00001002,C,20081007,220000000,M,0.05088,CHF,3.2714856522,219963333.333337,20081007,,20081008,E,,,0.072
PF00002709,DSK00002558,OFF00001002,B,20081008,49500000,N,0.05088,GBP,6.340543913,49491864.351061,20081008,,20081009,C,,,0.072
PF00002710,DSK00002560,OFF00001001,A,20081008,46156000,T,0.05088,USD,3.789293913,46041854.568886,20081008,,20081027,A,,,0.063
PF00002712,DSK00002557,OFF00001002,B,20081008,220000000,N,0.05088,GBP,6.340543913,219726094.868038,20081008,,20081015,C,,,0.078
PF00002714,DSK00002562,OFF00001002,C,20081008,165000000,M,0.05088,CHF,3.2714856522,164974562.5,20081008,,20081009,E,,,0.0666
PF00002717,DSK00002562,OFF00001002,C,20081008,110000000,M,0.05088,CHF,3.2714856522,109983041.666663,20081008,,20081009,E,,,0.0666
PF00002719,DSK00002563,OFF00001002,B,20081009,49500000,N,0.05088,GBP,6.340543913,49491837.23671,20081009,,20081010,C,,,0.07224
PF00002720,DSK00002564,OFF00001001,A,20081009,156783000,T,0.05088,USD,3.789293913,156043699.627541,20081009,,20081114,A,,,0.06396
PF00002728,DSK00002571,OFF00001002,B,20081010,49500000,N,0.05088,GBP,6.340543913,49476617.215157,20081010,,20081013,C,,,0.069
PF00002722,DSK00002566,OFF00001002,C,20081009,165000000,M,0.05088,CHF,3.2714856522,164976854.166663,20081009,,20081010,E,,,0.0606
PF00002724,DSK00002568,OFF00001002,C,20081009,110000000,M,0.05088,CHF,3.2714856522,109984569.444442,20081009,,20081010,E,,,0.0606
PF00002726,DSK00002570,OFF00001001,A,20081009,216040000,T,0.05088,USD,3.789293913,215932033.983006,20081009,,20081013,A,,,0.054
PF00002727,DSK00002565,OFF00001001,A,20081009,886666000,T,0.05088,USD,3.789293913,886545331.3299,20081009,,20081010,A,,,0.0588
PF00002729,DSK00002572,OFF00001002,C,20081010,110000000,M,0.05088,CHF,3.2714856522,109922843.211808,20081010,,20081014,E,,,0.0757539375
PF00002730,DSK00002573,OFF00001001,A,20081010,43395000,T,0.05088,USD,3.789293913,43196738.967239,20081010,,20081114,A,,,0.06396
PF00002731,DSK00002574,OFF00001002,B,20081010,110000000,N,0.05088,GBP,6.340543913,109327858.317634,20081010,,20081118,C,,,0.0792
PF00002733,DSK00002576,OFF00001001,A,20081010,757856000,T,0.05088,USD,3.789293913,757571910.533548,20081010,,20081013,A,,,0.054
PF00002739,DSK00002581,OFF00001001,A,20081010,47542000,T,0.05088,USD,3.789293913,47517713.168827,20081010,,20081014,A,,,0.0552
PF00002735,DSK00002578,OFF00001002,C,20081010,165000000,M,0.05088,CHF,3.2714856522,164916583.333337,20081010,,20081014,E,,,0.0546
PF00002736,DSK00002579,OFF00001001,A,20081010,146410000,T,0.05088,USD,3.789293913,145717034.54682,20081010,,20081114,A,,,0.0642
PF00002741,DSK00002583,OFF00001001,A,20081013,104544000,T,0.05088,USD,3.789293913,104065126.974039,20081013,,20081117,A,,,0.06024
PF00002742,DSK00002584,OFF00001001,A,20081013,804870000,T,0.05088,USD,3.789293913,804776109.453899,20081013,,20081014,A,,,0.0504
PF00002743,DSK00002585,OFF00001001,A,20081013,85206000,T,0.05088,USD,3.789293913,85185176.956748,20081013,,20081015,A,,,0.0528
PF00002744,DSK00002586,OFF00001001,A,20081013,232650000,T,0.05088,USD,3.789293913,232372186.141898,20081013,,20081021,A,,,0.06456
PF00002745,DSK00002587,OFF00001001,C,20081013,110000000,M,0.05088,CHF,3.2714856522,109887708.333337,20081013,,20081021,E,,,0.063
PF00002748,DSK00002590,OFF00001001,A,20081014,44209000,T,0.05088,USD,3.789293913,44004817.646119,20081014,,20081117,A,,,0.06264
PF00002751,DSK00002593,OFF00001002,C,20081014,110000000,M,0.05088,CHF,3.2714856522,109989916.666663,20081014,,20081015,E,,,0.0396
PF00002752,DSK00002593,OFF00001002,C,20081014,82500000,M,0.05088,CHF,3.2714856522,82493010.416663,20081014,,20081015,E,,,0.0366
PF00002753,DSK00002594,OFF00001002,C,20081014,72908000,M,0.05088,CHF,3.2714856522,72901823.072221,20081014,,20081015,E,,,0.0366
PF00002756,DSK00002597,OFF00001002,B,20081015,104500000,N,0.05088,GBP,6.340543913,104484398.90482,20081015,,20081016,C,,,0.0654
PF00002760,DSK00002600,OFF00001002,B,20081015,220000000,N,0.05088,GBP,6.340543913,219749245.039566,20081015,,20081022,C,,,0.0714
PF00002761,DSK00002601,OFF00001002,B,20081015,24530000,N,0.05088,GBP,6.340543913,24397385.172105,20081015,,20081117,C,,,0.0768
